News Cite,Date,Label,Author,Title,Link,Israel,Palestine,Hamas,Anti-Semetic,Gaza,Killed,Attack,Death,Hostage,Genocide,Ceasefire,Aid,Tone,Voice - ed,Voice - ing,Voice,Israel Active,Hamas Active,Gaza Active
New York Times,11/22/23,Middle East,Aaron Boxerman ,Israel has made lopsided prisoner swaps before,https://www.nytimes.com/live/2023/11/23/world/israel-hamas-Gaza-Hostage-war/israel-has-made-lopsided-prisoner-swaps-before?searchResultPosition=1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,negative,Active,passive,Active,FALSE,FALSE,FALSE
New York Times,11/22/23,Middle East,"Yousef Masoud, Daniel Victor",More Than 100 Bodies Are Delivered to a Mass Grave in Southern Gaza,https://www.nytimes.com/2023/11/23/world/middleeast/Gaza-mass-grave.html?searchResultPosition=1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,negative,Active,passive,Active,FALSE,FALSE,FALSE
New York Times,11/22/23,Middle East,Rachel Abrams,"As Gaza Residents Suffer, Guilt and Fear Stalk Their Families Abroad",https://www.nytimes.com/2023/11/23/world/middleeast/Gaza-families-israel.html?searchResultPosition=1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,negative,passive,passive,Passive,FALSE,FALSE,FALSE
New York Times,11/22/23,Middle East,Sara Maslin Nir,"With Israel at War, Thanksgiving is Fought for Some Jewish Families",https://www.nytimes.com/2023/11/23/nyregion/thanksgiving-israel-war-jewish-families.html?searchResultPosition=4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,positive,passive,Active,Active,TRUE,FALSE,FALSE
New York Times,11/22/23,Middle East,Nadav Gravrielov,Israel Releases Videos It Says Show Hamas Tunnels Under Al-Shifa Hospital,https://www.nytimes.com/2023/11/22/world/middleeast/hamas-tunnel-al-shifa-hospital-Gaza.html?searchResultPosition=3,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,negative,passive,passive,Passive,FALSE,FALSE,FALSE
New York Times,11/21/23,Middle East,Roni Rabin ,"Freed Hostages face a multitude of shocks, health professionals warn",https://www.nytimes.com/live/2023/11/22/world/israel-hamas-Hostage-Gaza-war/freed-Hostages-face-a-multitude-of-shocks-health-professionals-warn?searchResultPosition=1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,positive,Active,passive,Active,FALSE,FALSE,FALSE
New York Times,11/21/23,Middle East,"Patrick Kingsley, Ronen Bergman and Hiba Yazbek","Israel-Hamas Cease-Fire May Start Friday, Followed by Hostage and Prisoner Release",https://www.nytimes.com/2023/11/22/world/middleeast/israel-hamas-Gaza-Cease-fire.html?searchResultPosition=4,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,positive,Active,passive,Active,FALSE,FALSE,FALSE
New York Times,11/21/23,Middle East,Nadav Gavrielov,"Aid groups prepare to ramp up, but say a four-day pause in fighting isn't enough",https://www.nytimes.com/live/2023/11/22/world/israel-hamas-Hostage-Gaza-war/aid-groups-prepare-to-ramp-up-but-say-four-days-is-not-enough?searchResultPosition=1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,positive,passive,Active,Active,FALSE,FALSE,FALSE
New York Times,11/21/23,Middle East,Isabel Kershner,Deal to Free Child Hostages in Gaza Inspires Hope and Anguish,https://www.nytimes.com/2023/11/22/world/middleeast/Gaza-israel-child-Hostages-families.html?searchResultPosition=1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,positive,passive,passive,Passive,FALSE,FALSE,FALSE
New York Times,11/21/23,Middle East,Peter Baker,Terrible Choices and Deep Distrust: The Path to the Hostage Deal,https://www.nytimes.com/2023/11/22/us/politics/Hostages-biden.html?searchResultPosition=1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,negative,passive,passive,Passive,FALSE,FALSE,FALSE
New York Times,11/21/23,Middle East,"Edward Wong, Michael Crowley",U.S. Presses Israel to Set Up Safe Areas During Coming Pause in Gaza War,https://www.nytimes.com/2023/11/22/us/politics/israel-pause-humanitarian-aid-Gaza.html?searchResultPosition=1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,negative,passive,Active,Active,TRUE,FALSE,TRUE
New York Times,11/21/23,Middle East,"Ronen Bergman, Patrick Kingsley, Adam Sella and Aaron Boxerman","Before a Truce, Israeli Officials Debated Whether a Pause Would Help Hamas",https://www.nytimes.com/2023/11/22/world/middleeast/truce-israel-dispute-hamas.html?searchResultPosition=1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,negative,Active,passive,Active,FALSE,FALSE,FALSE
New York Times,11/21/23,World,The International Herald Tribune,1973: Israel Accepts Egypt's Request on Small Issue,https://www.nytimes.com/2023/11/22/world/israel-egypt-gamasy.html?searchResultPosition=1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,negative,passive,passive,Passive,FALSE,FALSE,FALSE
New York Times,11/21/23,Middle East,Hiba Yazbek ,A Palestinian family hopes the deal will bring 3 teenage boys home,https://www.nytimes.com/live/2023/11/22/world/israel-hamas-Hostage-Gaza-war/a-palestinian-family-hopes-that-the-Hostage-deal-means-their-own-loved-ones-will-come-home?searchResultPosition=1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,positive,passive,Active,Active,FALSE,FALSE,FALSE
New York Times,11/21/23,Middle East,Matthew Mpoke Bigg,"International leaders welcome Gaza deal, but hope for more",https://www.nytimes.com/live/2023/11/22/world/israel-hamas-Hostage-Gaza-war/international-leaders-welcome-Gaza-deal-but-hope-for-more?searchResultPosition=2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,positive,passive,passive,Passive,FALSE,FALSE,FALSE
New York Times,11/21/23,Middle East,"Patrick Kingsley, Ronen Bergman, Aaron Boxerman",Final details on an agreement are still being worked out,https://www.nytimes.com/live/2023/11/22/world/israel-hamas-Hostage-Gaza-war/after-announcing-a-truce-israel-and-hamas-are-still-working-out-key-details?searchResultPosition=1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,negative,Active,Active,Active,FALSE,FALSE,FALSE
New York Times,11/21/23,Middle East,Euan Ward,Iran's foreign minister visits Lebanon as fighting escalates on its border with Israel,https://www.nytimes.com/live/2023/11/22/world/israel-hamas-Hostage-Gaza-war/an-iranian-official-visits-lebanon-as-fighting-escalates-on-its-border-with-israel?searchResultPosition=5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,negative,passive,Active,Active,TRUE,FALSE,FALSE
New York Times,11/21/23,Middle East,"Hiba Yazbek, Abu Bakr Bashir","In Gaza, Deal for Temporary Cease-Fire Brings 'Little Bit of Relief'",https://www.nytimes.com/2023/11/22/world/middleeast/Gaza-cease-fire-israel-war.html?searchResultPosition=1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,positive,passive,Active,Active,FALSE,FALSE,TRUE
New York Times,11/21/23,Middle East,"Isabel Kershner, Adam Sella","In Israel, Families of Hostages Wait Anxiously for News",https://www.nytimes.com/2023/11/22/world/middleeast/israel-Hostage-deal-families.html?searchResultPosition=3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,negative,passive,passive,Passive,FALSE,FALSE,FALSE
New York Times,11/21/23,Europe,Catherine Porter,A French Politician Refuses to Be Silent in the Face of Anti-Semitism,https://www.nytimes.com/2023/11/22/world/europe/france-antisemitism-braun-pivet.html?searchResultPosition=1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,negative,passive,passive,Passive,FALSE,FALSE,FALSE
New York Times,11/21/23,Middle East,"Karen Zraick, Josh Holder",Israel lists 300 Palestinian prisoners who are being considered for release,https://www.nytimes.com/live/2023/11/22/world/israel-hamas-Hostage-Gaza-war/israel-lists-300-palestinian-prisoners-who-are-being-considered-for-release?searchResultPosition=1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,negative,Active,Active,Active,TRUE,FALSE,FALSE
New York Times,11/21/23,Middle East,Patrick Kingsley ,Israel and Hamas Agree to Cease-Fire in Exchange for Hostage Release,https://www.nytimes.com/2023/11/21/world/middleeast/israel-hamas-prisoners-deal.html?searchResultPosition=20,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,negative,passive,passive,Passive,FALSE,FALSE,FALSE
New York Times,11/21/23,Middle East,"Alexandra Eaton, Aaron Boxerman","As Israel and Hamas Move Toward Hostages' Release, Families Wait With Hope and Fear",https://www.nytimes.com/2023/11/21/world/middleeast/israel-hamas-Hostages-families.html?searchResultPosition=5,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,negative,passive,passive,Passive,FALSE,FALSE,FALSE
New York Times,11/21/23,Middle East,Lisa Friedman,"A Biden Thanksgiving: Sweeping Views of Nantucket Harbor, Calls About Israel",https://www.nytimes.com/2023/11/22/us/politics/biden-thanksgiving.html?searchResultPosition=1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,positive,passive,Active,Active,TRUE,FALSE,FALSE
New York Times,11/20/23,Middle East,"Marc Tracy, Brooks Barnes",Susan Saradon Dropped by Talent Agency After Remarks on Gaza War,https://www.nytimes.com/2023/11/21/business/susan-sarandon-dropped-talent-agency.html?searchResultPosition=1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,negative,Active,passive,Active,FALSE,FALSE,FALSE
New York Times,11/20/23,Middle East,Karen Zraick,Who Are the Palestinian Prisoners Who Could Be Released in a Hostage Deal?,https://www.nytimes.com/2023/11/21/world/hamas-prisoners-Hostage-deal.html,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,negative,Active,passive,Active,FALSE,FALSE,FALSE
New York Times,11/20/23,Middle East,Katherine Rosman,Did a Cafe's Pro-Israel Stance Cause a Staff Revolt? It's Complicated,https://www.nytimes.com/2023/11/21/nyregion/new-york-coffee-shop-israel.html,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,negative,Active,passive,Active,FALSE,FALSE,FALSE
New York Times,11/20/23,Middle East,"Patrick Kingsley, Michael D. Shear","Israel and Hamas agree to a 4-day pause in fighting and a Hostage deal, Qatar says",https://www.nytimes.com/live/2023/11/21/world/israel-hamas-Gaza-war-news/netanyahu-says-he-hopes-for-good-news-soon-in-the-Hostage-talks?searchResultPosition=9,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,negative,passive,Active,Active,TRUE,TRUE,FALSE
New York Times,11/20/23,Middle East,Raja Abdulrahim,Noted Palestinian Poet Released by Israel After Two-day Detention,https://www.nytimes.com/2023/11/21/world/middleeast/abu-toha-palestinian-poet-Gaza.html?searchResultPosition=1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,negative,Active,passive,Active,FALSE,FALSE,FALSE
New York Times,11/20/23,Middle East,"Euan Ward, Hwaida Saad",Pan-Arab News Network Says Israeli Strike Killed Two of its Journalists,https://www.nytimes.com/2023/11/21/world/israel-lebanon-al-mayadeen-journalists-killed.html?searchResultPosition=1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,negative,Active,passive,Active,FALSE,FALSE,FALSE
New York Times,11/20/23,Middle East,Sui-Lee Wee,Indonesia condemns a deadly strike on a Gazan hospital it helped build,https://www.nytimes.com/live/2023/11/21/world/israel-hamas-Gaza-war-news/indonesia-condemns-hospital-attack-that-killed-at-least-12?searchResultPosition=1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,negative,Active,passive,Active,FALSE,FALSE,FALSE
New York Times,11/20/23,Technology,"Kate Conger, Ryan Mac",X Sues Media Matters Over Research on Ads Next to Anti Semitic Posts,https://www.nytimes.com/2023/11/20/technology/x-sues-media-matters-antisemitic-posts.html?searchResultPosition=1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,negative,Active,passive,Active,FALSE,FALSE,FALSE
New York Times,11/20/23,Middle East,"Victoria Kim, Adam Rasgon","Critical trauma care is not possible at any of Gaza's hospitals, the W.H.O. says",https://www.nytimes.com/live/2023/11/20/world/israel-hamas-Gaza-war-news/who-Gaza-hospitals?searchResultPosition=3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,negative,passive,passive,Passive,FALSE,FALSE,FALSE
New York Times,11/20/23,Middle East,"Euan Ward, Haley Willis",Video shows damage at an Israeli military base as Hezbollah ramps up Attacks,https://www.nytimes.com/live/2023/11/20/world/israel-hamas-Gaza-war-news/video-shows-damage-at-an-israeli-military-base-as-hezbollah-ramps-up-attacks?searchResultPosition=1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,negative,passive,passive,Passive,FALSE,FALSE,FALSE
New York Times,11/20/23,Middle East,Roni Caryn Rabin,"Families Fear for the Health of Ailing, Frail Israelis Held Hostage",https://www.nytimes.com/2023/11/21/world/middleeast/hamas-Hostages-health.html?searchResultPosition=8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,negative,passive,Active,Active,TRUE,FALSE,FALSE
New York Times,11/19/23,Middle East,Michael D. Shear,Families of Hostages in Gaza Are Desperate for Proof of Life,https://www.nytimes.com/2023/11/20/us/politics/Gaza-Hostages-israel-hamas.html?searchResultPosition=3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,negative,passive,passive,Passive,FALSE,FALSE,FALSE
New York Times,11/19/23,Middle East,Hiba Yazbek,"Deadly Strike Rocks a Hospital in Gaza, Where Few Are Still Working",https://www.nytimes.com/2023/11/20/world/middleeast/indonesian-hospital-premature-babies.html?searchResultPosition=2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,negative,passive,Active,Active,FALSE,FALSE,TRUE
New York Times,11/19/23,Middle East,Neil Collier,A Horror Film': Mothers in Gaza on Giving Birth in a War zone,https://www.nytimes.com/2023/11/20/world/middleeast/palestinian-pregnant-women-childbirth-Gaza.html?searchResultPosition=1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,negative,passive,Active,Active,FALSE,FALSE,TRUE
New York Times,11/19/23,Middle East,Hiba Yazbek,"loa 'Chaos, darkness and fire': Fighting erupts around another embattled Gazan hospital",https://www.nytimes.com/live/2023/11/20/world/israel-hamas-Gaza-war-news/chaos-darkness-and-fire-fighting-erupts-around-another-embattled-Gazan-hospital?searchResultPosition=1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,negative,Active,Active,Active,FALSE,FALSE,TRUE
New York Times,11/19/23,Middle East,Patrick Kingsley ,Israel and Hamas Agreed to a Cease-Fire and Hostage Release. Here's What We Know,https://www.nytimes.com/2023/11/20/world/middleeast/israel-hamas-Hostage-negotiations.html?searchResultPosition=4,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,positive,Active,passive,Active,FALSE,FALSE,FALSE
New York Times,11/19/23,Middle East,"Matthew Mpoke Bigg, Samar Abu Elouf ",28 Premature Babies Evacuated From Gaza Arrive in Egypt. Others Never had the Chance,https://www.nytimes.com/2023/11/20/world/middleeast/premature-babies-Gaza-hospital-egypt.html?searchResultPosition=1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,positive,Active,passive,Active,FALSE,FALSE,FALSE
New York Times,11/19/23,Middle East,Roger Cohen,"Between Israelis and Palestinians, a Lethal Psychological Chasm Grows",https://www.nytimes.com/2023/11/20/world/middleeast/israelis-palestinians-conflict.html?searchResultPosition=1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,negative,passive,passive,Passive,FALSE,FALSE,FALSE
New York Times,11/19/23,Middle East,"Vivian Nereim, Chris Buckley ",China's foreign minister meets with a Middle east delegation to discuss Gaza,https://www.nytimes.com/live/2023/11/20/world/israel-hamas-Gaza-war-news/israel-hamas-china-peace-talks?searchResultPosition=2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,negative,passive,passive,Passive,FALSE,FALSE,FALSE
New York Times,11/18/23,Middle East,"Vivian Yee, Vivek Shankar, Isabel Kershner, Michael Levenson",Infants Moved From 'death Zone' Hospital That Israel Says Was Hamas Hideout,https://www.nytimes.com/2023/11/19/world/middleeast/Gaza-infants-evacuation-israel.html?searchResultPosition=1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,negative,Active,passive,Active,FALSE,FALSE,FALSE
New York Times,11/18/23,Middle East,Isabel Kershner ,Israel's military releases video it says shows a Hamas tunnel at Al-Shifa Hospital,https://www.nytimes.com/live/2023/11/19/world/israel-hamas-war-Gaza-news/israel-hamas-al-shifa-hospital-Gaza-video-tunnel?searchResultPosition=4,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,negative,passive,passive,Passive,FALSE,FALSE,FALSE
New York Times,11/18/23,Middle East,"Vivian Yee, Matthew Mpoke Bigg ",Premature Babies Are Evacuated From Embattled Hospital in Gaza,https://www.nytimes.com/2023/11/19/world/middleeast/premature-babies-al-shifa-hospital-Gaza-evacuation.html?searchResultPosition=2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,negative,Active,passive,Active,FALSE,FALSE,FALSE
New York Times,11/18/23,Middle East,Hiba Yazbek ,At Least 24 Killed in Strike on Gaza School Run by the U.N.,https://www.nytimes.com/2023/11/19/world/middleeast/Gaza-school-strike-shelter-israel-war.html?searchResultPosition=7,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,negative,Active,passive,Active,FALSE,FALSE,FALSE
New York Times,11/18/23,Middle East,Katie Rogers,"Fragile talks are underway to pause fighting to release some of the Hostages, the White House says",https://www.nytimes.com/live/2023/11/19/world/israel-hamas-war-Gaza-news/fragile-talks-underway-to-pause-fighting-to-release-some-Hostages-the-white-house-says?searchResultPosition=2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,negative,passive,Active,Active,FALSE,FALSE,FALSE
New York Times,11/18/23,Middle East,"Aaron Boxerman, Matina Stevis-Gridneff",Yemen's Houthis hijack a ship in the Red Sea,https://www.nytimes.com/2023/11/19/world/middleeast/israel-yemen-houthis-hijacked-red-sea-ship.html?searchResultPosition=4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,negative,Active,passive,Active,FALSE,FALSE,FALSE
New York Times,11/18/23,Middle East,Isabel Kershner ,The deaths of Israeli Druse soldiers bring a debate about equality back to the fore,https://www.nytimes.com/live/2023/11/19/world/israel-hamas-war-Gaza-news/the-deaths-of-israeli-druse-soldiers-bring-a-debate-about-equality-back-to-the-fore?searchResultPosition=1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,negative,passive,Active,Active,TRUE,FALSE,FALSE
New York Times,11/18/23,Middle East,Vivian Yee,"Another 10,000 Gazans have moved south, the U.N. says",https://www.nytimes.com/live/2023/11/19/world/israel-hamas-war-Gaza-news/another-10000-Gazans-have-moved-south-the-un-says?smid=url-share,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,negative,Active,passive,Active,FALSE,FALSE,FALSE
New York Times,11/18/23,Middle East,Patrick Kingsley ,"For Years, Two Men Shuttled Messages Between Israel and Hamas. No Longer",https://www.nytimes.com/2023/11/19/world/middleeast/israel-hamas-back-channel-gershon-hamad.html?searchResultPosition=3,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,negative,Active,passive,Active,FALSE,FALSE,FALSE
New York Times,11/18/23,,,"Gaza's largest hospital has become a 'death zone,' the U.N. says",,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,negative,passive,passive,Passive,FALSE,FALSE,FALSE
New York Times,11/17/23,Middle East,"Ameera Harouda, Aaron Boxerman, Karen Zraick",Patients and Workers Leave Gaza Hospital Days After Israeli Raid,https://www.nytimes.com/2023/11/18/world/middleeast/al-shifa-evacuation-israel-hamas.html?searchResultPosition=9,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,negative,passive,passive,Passive,FALSE,FALSE,FALSE
New York Times,11/17/23,Middle East,Karen Zraick ,U.N. official says school being used as shelter is hit by bombardment,https://www.nytimes.com/live/2023/11/18/world/israel-hamas-war-Gaza-news/un-official-says-school-being-used-as-shelter-is-hit-by-bombardment?searchResultPosition=1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,negative,Active,Active,Active,FALSE,FALSE,FALSE
New York Times,11/17/23,Middle East,Hiba Yazbek ,"Hospitals in southern Gaza are becoming overwhelmed, doctors say",https://www.nytimes.com/live/2023/11/18/world/israel-hamas-war-Gaza-news/hospitals-in-southern-Gaza-are-becoming-overwhelmed-doctors-say?searchResultPosition=1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,negative,Active,Active,Active,FALSE,FALSE,TRUE
New York Times,11/17/23,Middle East,Gal Koplewitz,They survived Hamas's Attack on a trance party. An ad hoc center with art and music is helping them heal,https://www.nytimes.com/2023/11/18/world/middleeast/hamas-attack-survivors-healing.html?searchResultPosition=1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,positive,Active,Active,Active,FALSE,TRUE,FALSE
New York Times,11/17/23,Middle East,"Eric Schmitt, Ronen Bergman, Adam Goldman",Is Israel's Military Strategy to Eradicate Hamas Working?,"https://www.nytimes.com/2023/11/18/world/middleeast/israel-hamas-Gaza-war-strategy.html#:~:text=Israel%20is%20making%20progress%20in,of%20civilian%20casualties%20is%20growing.",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,positive,passive,Active,Active,TRUE,TRUE,FALSE
New York Times,11/17/23,Middle East,Karen Zraick ,Palestinians and the U.N. report intense strikes in Gaza's south,https://www.nytimes.com/live/2023/11/18/world/israel-hamas-war-Gaza-news/palestinians-and-the-un-report-intense-strikes-in-Gazas-south?searchResultPosition=7,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,negative,passive,passive,Passive,FALSE,FALSE,FALSE
New York Times,11/17/23,Middle East,Raja Abdulrahim ,The War Turns Gaza Into a 'Graveyard' for Children,https://www.nytimes.com/2023/11/18/world/middleeast/Gaza-children-israel.html?searchResultPosition=2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,negative,passive,passive,Passive,FALSE,FALSE,FALSE
New York Times,11/17/23,Middle East,"Ameera Harouda, Aaron Boxerman ","Patients, workers and displaced Gazans leave Al-Shifa Hospital days after an Israeli raid",https://www.nytimes.com/live/2023/11/18/world/israel-hamas-war-Gaza-news/patients-workers-and-displaced-Gazans-leave-al-shifa-hospital-after-an-israeli-raid?searchResultPosition=10,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,negative,Active,passive,Active,FALSE,FALSE,FALSE
New York Times,11/17/23,Middle East,Adam Sella,A march to Netanyahu's office in support of Hostages grew to thousands of people,https://www.nytimes.com/live/2023/11/18/world/israel-hamas-war-Gaza-news/a-march-to-netanyahus-office-in-support-of-Hostages-has-grown-to-thousands-of-people?searchResultPosition=1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,positive,passive,passive,Passive,FALSE,FALSE,FALSE
New York Times,11/17/23,Middle East,Vivian Nereim,"Arab countries won't send post war peacekeeping troops to Gaza, a Jordanian official says",https://www.nytimes.com/live/2023/11/18/world/israel-hamas-war-Gaza-news/arab-countries-wont-send-postwar-peacekeeping-troops-to-Gaza-a-jordanian-official-says?searchResultPosition=1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,negative,passive,Active,Active,FALSE,FALSE,TRUE
New York Times,11/17/23,Middle East,Rachel Janfaza,"In a Six-Point Star, a Multitude of Meanings",https://www.nytimes.com/2023/11/18/style/star-david-necklace-jewish-antisemitism.html?searchResultPosition=1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,negative,passive,Active,Active,FALSE,FALSE,FALSE
New York Times,11/17/23,Middle East,"Ephrat Livina, Victoria Kim",The Israeli military signals its intent to battle Hamas in southern Gaza,https://www.nytimes.com/live/2023/11/17/world/israel-hamas-Gaza-war-news/the-israeli-military-signals-its-intent-to-battle-hamas-in-southern-Gaza?searchResultPosition=16,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,positive,passive,passive,Passive,FALSE,FALSE,FALSE
New York Times,11/17/23,Middle East,"Claire Fahy, Erin Nolan, Olivia Bensimon",Thousands Gather in Pro-Palestinian Protests Across New York City,https://www.nytimes.com/2023/11/17/nyregion/pro-palestinian-protests-new-york-city.html?searchResultPosition=1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,positive,passive,passive,Passive,FALSE,FALSE,FALSE
